address,symbol,name,decimals,total_supply,block_timestamp,block_number,block_hash
0x2890dF158D76E584877a1D17A85FEA3aeeB85aa6,FUMO,Alien Milady Fumo,18,420690420690000000000000000000,2023-07-14 11:18:11 UTC,17691354,0x414d7b478f0120ac9f7bc311a15e18a6a25495ead09ebde74e9cf13929b9e2a0
